event_id,process,stable_partition,n_central_jets,n_bjets,jet1_pt,jet_ht,diphoton_pt,m_gammagamma,bdt_score,assigned_category
data:304409:304409:579494020,data,train,3,1,115.76251220703125,259.3592224121094,79.63033,108.60965,0.36145378015881785,unassigned
data:304409:304409:597713923,data,validation,4,1,146.8317413330078,331.8373107910156,58.544914,140.85281,0.46666612994220213,tH_had_4j1b
data:304409:304409:601276054,data,train,6,1,62.760074615478516,235.038818359375,28.338226,129.02837,0.5591250036172015,unassigned
data:304409:304409:610713794,data,train,3,1,505.42340087890625,692.5980834960938,190.49142,107.1534,0.3275037295372158,unassigned
data:304409:304409:617129874,data,train,4,1,117.40852355957031,242.51959228515625,78.58252,132.45453,0.4992713523062745,tH_had_4j1b
data:304409:304409:622280552,data,validation,3,2,81.91246032714844,150.9307098388672,53.874786,136.37007,0.27775213668397575,unassigned
data:304409:304409:629836954,data,validation,3,2,294.9754333496094,361.64971923828125,277.72058,157.16904,0.46001275930378066,unassigned
data:304409:304409:635972386,data,train,3,1,107.93496704101562,181.47369384765625,137.59155,126.26223,0.47276781303147664,unassigned
data:304409:304409:637649789,data,train,3,1,77.3703384399414,169.0068359375,113.04023,127.17116,0.43398148308919066,unassigned
data:304409:304409:637717840,data,test,3,1,39.218013763427734,91.71809387207031,59.994114,107.786575,0.08928232012787604,unassigned
data:304409:304409:654347931,data,train,3,1,65.90715789794922,152.60238647460938,41.48578,146.24512,0.17582335107302885,unassigned
data:304409:304409:660359109,data,test,5,1,164.74989318847656,454.86932373046875,41.320984,126.44036,0.6013360953855158,unassigned
data:304409:304409:670318681,data,test,3,1,112.56604766845703,165.14456176757812,23.105856,130.27684,0.17281821221491825,unassigned
data:304409:304409:683409886,data,train,4,1,170.94273376464844,301.8988952636719,27.074509,112.77641,0.3125079681208438,tH_had_4j1b
data:304409:304409:689283874,data,validation,7,1,150.14120483398438,574.3543090820312,85.60122,115.82476,0.818825536301833,ttH_had_BDT2
data:304409:304409:692213467,data,validation,4,1,244.54779052734375,385.6819152832031,69.79775,136.51797,0.26187340861415603,tH_had_4j1b
data:304409:304409:693976879,data,test,3,1,114.62630462646484,209.30935668945312,132.4517,121.962234,0.5111779217069229,unassigned
data:304409:304409:695427302,data,train,3,2,37.401668548583984,100.49044799804688,48.177277,109.42866,0.14449690386019334,unassigned
data:304409:304409:730430715,data,test,4,1,109.06372833251953,263.9742431640625,77.94124,129.20496,0.5605667907519689,tH_had_4j1b
data:304409:304409:733289640,data,train,3,2,167.7361602783203,244.68792724609375,13.933065,108.47219,0.40713917916581915,unassigned
data:304409:304409:739924297,data,validation,3,1,92.70500183105469,183.1846160888672,73.52226,127.10142,0.28742231879809627,unassigned
data:304409:304409:753919968,data,train,4,1,107.80905151367188,243.06149291992188,102.70554,108.04095,0.6278779401366054,tH_had_4j1b
data:304409:304409:766655295,data,train,3,1,119.86341857910156,197.11383056640625,45.73847,126.39694,0.22654230311271667,unassigned
