event_id,run_number,event_number,sample,process,is_data,is_signal,m_gammagamma,diphoton_ti,diphoton_nti,photon1_pt,photon2_pt,n_leptons,n_jets,n_central_jets,n_forward_jets,n_bjets,ht_jets,leading_jet_pt,min_dr_gam_jet,passes_hadronic_preselection,preselection_channel,sm_mc_weight_36fb,event_weight,observed_data_weight,partition,nti_continuum_proxy_weight,significance_model_weight_36fb,training_role,target,mixture_weight,bdt_fit_weight,bdt_score
284500:2206853:ggH,284500,2206853,ggH,ggH,False,False,124.13126,True,False,123.37053,78.07873,0,4,4,0,1,299.38583,181.28618,1.2780725,True,hadronic,0.020120709481743715,0.020120709481743715,0.0,train,0.0,0.020120709481743715,background_resonant_ggH,0,0.020120709481743715,0.00023124361410878721,0.6322986438744095
284500:661531:ggH,284500,661531,ggH,ggH,False,False,123.76976,True,False,118.5465,56.119095,0,5,5,0,3,211.85098,67.42885,1.3084452,True,hadronic,0.002218968253314593,0.002218968253314593,0.0,train,0.0,0.002218968253314593,background_resonant_ggH,0,0.002218968253314593,2.550219409284273e-05,0.5587536636734378
284500:657353:ggH,284500,657353,ggH,ggH,False,False,123.51037,True,False,155.85062,87.98514,0,3,3,0,1,284.3859,145.29074,2.2930815,True,hadronic,0.001937171176512149,0.001937171176512149,0.0,train,0.0,0.001937171176512149,background_resonant_ggH,0,0.001937171176512149,2.22635521083633e-05,0.4531006041971922
284500:654575:ggH,284500,654575,ggH,ggH,False,False,124.917725,True,False,90.22304,79.95353,0,4,4,0,1,159.38202,62.833733,1.7159921,True,hadronic,0.0021358596940819334,0.0021358596940819334,0.0,train,0.0,0.0021358596940819334,background_resonant_ggH,0,0.0021358596940819334,2.4547042704281016e-05,0.40559605765934914
284500:653420:ggH,284500,653420,ggH,ggH,False,False,125.38267,True,False,134.3283,72.87449,0,3,3,0,1,168.295,104.79446,1.7603889,True,hadronic,0.0019239523590495243,0.0019239523590495243,0.0,train,0.0,0.0019239523590495243,background_resonant_ggH,0,0.0019239523590495243,2.211163067005243e-05,0.3710165054160368
284500:4419729:ggH,284500,4419729,ggH,ggH,False,False,125.076126,True,False,41.35437,39.89996,0,3,3,0,1,138.46979,69.473656,1.5982684,True,hadronic,0.0018957756953929493,0.0018957756953929493,0.0,train,0.0,0.0018957756953929493,background_resonant_ggH,0,0.0018957756953929493,2.1787801456008757e-05,0.3710165054160368
284500:4420957:ggH,284500,4420957,ggH,ggH,False,False,124.71304,True,False,196.09175,74.75355,0,3,3,0,2,202.05649,76.48006,2.3738627,True,hadronic,0.0020967487353653227,0.0020967487353653227,0.0,train,0.0,0.0020967487353653227,background_resonant_ggH,0,0.0020967487353653227,2.409754764780228e-05,0.4670827319223177
284500:4424663:ggH,284500,4424663,ggH,ggH,False,False,126.498886,True,False,89.43308,38.85984,0,3,3,0,1,107.58797,49.322426,1.3731998,True,hadronic,0.001861738649589739,0.001861738649589739,0.0,train,0.0,0.001861738649589739,background_resonant_ggH,0,0.001861738649589739,2.139661994761005e-05,0.3710165054160368
284500:4422791:ggH,284500,4422791,ggH,ggH,False,False,124.37811,True,False,136.28381,58.80928,0,4,4,0,1,282.15295,112.63524,1.3264287,True,hadronic,0.002044769774233318,0.002044769774233318,0.0,train,0.0,0.002044769774233318,background_resonant_ggH,0,0.002044769774233318,2.3500163005839684e-05,0.6322986438744095
284500:4439407:ggH,284500,4439407,ggH,ggH,False,False,125.398674,True,False,111.253654,41.887886,0,3,3,0,1,159.97836,75.061104,0.58589715,True,hadronic,9.41528601575756e-05,9.41528601575756e-05,0.0,train,0.0,9.41528601575756e-05,background_resonant_ggH,0,9.41528601575756e-05,1.0820815081730495e-06,0.3710165054160368
